"","X","uniqueID","island","site","transect","topcolor","bowlcolor","insectorder","numinsects","dateout","datecoll","duration","order_abbrev"
"4559",3917,"SaipanForbiGridL1","saipan","forbig","L1","r","y","Formicidae",0,2018-01-17,2018-01-20,3,"Formi"
"4560",3919,"SaipanForbiGridL1","saipan","forbig","L1","r","y","Crabronidae",0,2018-01-17,2018-01-20,3,"Crabr"
"4561",3921,"SaipanForbiGridL1","saipan","forbig","L1","r","y","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
"4562",3922,"SaipanForbiGridL1","saipan","forbig","L1","r","y","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
"4563",3923,"SaipanForbiGridL1","saipan","forbig","L1","r","y","Isoptera",0,2018-01-17,2018-01-20,3,"Isopt"
"4564",3925,"SaipanForbiGridL1","saipan","forbig","L1","r","y","Trichoptera",0,2018-01-17,2018-01-20,3,"Trich"
"4565",3926,"SaipanForbiGridL1","saipan","forbig","L1","r","y","other",0,2018-01-17,2018-01-20,3,"other"
"4566",3928,"SaipanForbiGridL1","saipan","forbig","L1","r","b","Hemiptera",0,2018-01-17,2018-01-20,3,"Hemip"
"4567",3929,"SaipanForbiGridL1","saipan","forbig","L1","r","b","Coleoptera",0,2018-01-17,2018-01-20,3,"Coleo"
"4568",3932,"SaipanForbiGridL1","saipan","forbig","L1","r","b","Crabronidae",0,2018-01-17,2018-01-20,3,"Crabr"
"4569",3934,"SaipanForbiGridL1","saipan","forbig","L1","r","b","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
"4570",3935,"SaipanForbiGridL1","saipan","forbig","L1","r","b","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
"4571",3936,"SaipanForbiGridL1","saipan","forbig","L1","r","b","Isoptera",0,2018-01-17,2018-01-20,3,"Isopt"
"4572",3937,"SaipanForbiGridL1","saipan","forbig","L1","r","b","Partial",0,2018-01-17,2018-01-20,3,"Parti"
"4573",3938,"SaipanForbiGridL1","saipan","forbig","L1","r","b","Trichoptera",0,2018-01-17,2018-01-20,3,"Trich"
"4574",3939,"SaipanForbiGridL1","saipan","forbig","L1","r","b","other",0,2018-01-17,2018-01-20,3,"other"
"4575",3941,"SaipanForbiGridL1","saipan","forbig","L1","w","b","Hemiptera",0,2018-01-17,2018-01-20,3,"Hemip"
"4576",3942,"SaipanForbiGridL1","saipan","forbig","L1","w","b","Coleoptera",0,2018-01-17,2018-01-20,3,"Coleo"
"4577",3943,"SaipanForbiGridL1","saipan","forbig","L1","w","b","Formicidae",0,2018-01-17,2018-01-20,3,"Formi"
"4578",3947,"SaipanForbiGridL1","saipan","forbig","L1","w","b","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
"4579",3948,"SaipanForbiGridL1","saipan","forbig","L1","w","b","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
"4580",3949,"SaipanForbiGridL1","saipan","forbig","L1","w","b","Isoptera",0,2018-01-17,2018-01-20,3,"Isopt"
"4581",3950,"SaipanForbiGridL1","saipan","forbig","L1","w","b","Partial",0,2018-01-17,2018-01-20,3,"Parti"
"4582",3951,"SaipanForbiGridL1","saipan","forbig","L1","w","b","Trichoptera",0,2018-01-17,2018-01-20,3,"Trich"
"4583",3952,"SaipanForbiGridL1","saipan","forbig","L1","w","b","other",0,2018-01-17,2018-01-20,3,"other"
"4584",3955,"SaipanForbiGridL1","saipan","forbig","L1","w","r","Coleoptera",0,2018-01-17,2018-01-20,3,"Coleo"
"4585",3956,"SaipanForbiGridL1","saipan","forbig","L1","w","r","Formicidae",0,2018-01-17,2018-01-20,3,"Formi"
"4586",3960,"SaipanForbiGridL1","saipan","forbig","L1","w","r","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
"4587",3961,"SaipanForbiGridL1","saipan","forbig","L1","w","r","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
"4588",3962,"SaipanForbiGridL1","saipan","forbig","L1","w","r","Isoptera",0,2018-01-17,2018-01-20,3,"Isopt"
"4589",3963,"SaipanForbiGridL1","saipan","forbig","L1","w","r","Partial",0,2018-01-17,2018-01-20,3,"Parti"
"4590",3964,"SaipanForbiGridL1","saipan","forbig","L1","w","r","Trichoptera",0,2018-01-17,2018-01-20,3,"Trich"
"4591",3965,"SaipanForbiGridL1","saipan","forbig","L1","w","r","other",0,2018-01-17,2018-01-20,3,"other"
"4592",3969,"SaipanForbiGridL2","saipan","forbig","L2","y","y","Formicidae",0,2018-01-17,2018-01-20,3,"Formi"
"4593",3970,"SaipanForbiGridL2","saipan","forbig","L2","y","y","Apoidea",0,2018-01-17,2018-01-20,3,"Apoid"
"4594",3971,"SaipanForbiGridL2","saipan","forbig","L2","y","y","Crabronidae",0,2018-01-17,2018-01-20,3,"Crabr"
"4595",3973,"SaipanForbiGridL2","saipan","forbig","L2","y","y","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
"4596",3974,"SaipanForbiGridL2","saipan","forbig","L2","y","y","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
"4597",3975,"SaipanForbiGridL2","saipan","forbig","L2","y","y","Isoptera",0,2018-01-17,2018-01-20,3,"Isopt"
"4598",3976,"SaipanForbiGridL2","saipan","forbig","L2","y","y","Partial",0,2018-01-17,2018-01-20,3,"Parti"
"4599",3977,"SaipanForbiGridL2","saipan","forbig","L2","y","y","Trichoptera",0,2018-01-17,2018-01-20,3,"Trich"
"4600",3978,"SaipanForbiGridL2","saipan","forbig","L2","y","y","other",0,2018-01-17,2018-01-20,3,"other"
"4601",3982,"SaipanForbiGridL2","saipan","forbig","L2","y","b","Formicidae",0,2018-01-17,2018-01-20,3,"Formi"
"4602",3986,"SaipanForbiGridL2","saipan","forbig","L2","y","b","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
"4603",3987,"SaipanForbiGridL2","saipan","forbig","L2","y","b","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
"4604",3988,"SaipanForbiGridL2","saipan","forbig","L2","y","b","Isoptera",0,2018-01-17,2018-01-20,3,"Isopt"
"4605",3989,"SaipanForbiGridL2","saipan","forbig","L2","y","b","Partial",0,2018-01-17,2018-01-20,3,"Parti"
"4606",3990,"SaipanForbiGridL2","saipan","forbig","L2","y","b","Trichoptera",0,2018-01-17,2018-01-20,3,"Trich"
"4607",3991,"SaipanForbiGridL2","saipan","forbig","L2","y","b","other",0,2018-01-17,2018-01-20,3,"other"
"4608",3994,"SaipanForbiGridL2","saipan","forbig","L2","y","w","Coleoptera",0,2018-01-17,2018-01-20,3,"Coleo"
"4609",3995,"SaipanForbiGridL2","saipan","forbig","L2","y","w","Formicidae",0,2018-01-17,2018-01-20,3,"Formi"
"4610",3997,"SaipanForbiGridL2","saipan","forbig","L2","y","w","Crabronidae",0,2018-01-17,2018-01-20,3,"Crabr"
"4611",3998,"SaipanForbiGridL2","saipan","forbig","L2","y","w","Lepidoptera",0,2018-01-17,2018-01-20,3,"Lepid"
"4612",4000,"SaipanForbiGridL2","saipan","forbig","L2","y","w","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
"4613",4002,"SaipanForbiGridL2","saipan","forbig","L2","y","w","Partial",0,2018-01-17,2018-01-20,3,"Parti"
"4614",4003,"SaipanForbiGridL2","saipan","forbig","L2","y","w","Trichoptera",0,2018-01-17,2018-01-20,3,"Trich"
"4615",4004,"SaipanForbiGridL2","saipan","forbig","L2","y","w","other",0,2018-01-17,2018-01-20,3,"other"
"4616",4006,"SaipanForbiGridL2","saipan","forbig","L2","y","r","Hemiptera",0,2018-01-17,2018-01-20,3,"Hemip"
"4617",4007,"SaipanForbiGridL2","saipan","forbig","L2","y","r","Coleoptera",0,2018-01-17,2018-01-20,3,"Coleo"
"4618",4011,"SaipanForbiGridL2","saipan","forbig","L2","y","r","Lepidoptera",0,2018-01-17,2018-01-20,3,"Lepid"
"4619",4012,"SaipanForbiGridL2","saipan","forbig","L2","y","r","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
"4620",4013,"SaipanForbiGridL2","saipan","forbig","L2","y","r","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
"4621",4014,"SaipanForbiGridL2","saipan","forbig","L2","y","r","Isoptera",0,2018-01-17,2018-01-20,3,"Isopt"
"4622",4016,"SaipanForbiGridL2","saipan","forbig","L2","y","r","Trichoptera",0,2018-01-17,2018-01-20,3,"Trich"
"4623",4017,"SaipanForbiGridL2","saipan","forbig","L2","y","r","other",0,2018-01-17,2018-01-20,3,"other"
"4624",4021,"SaipanForbiGridL2","saipan","forbig","L2","b","y","Formicidae",0,2018-01-17,2018-01-20,3,"Formi"
"4625",4022,"SaipanForbiGridL2","saipan","forbig","L2","b","y","Apoidea",0,2018-01-17,2018-01-20,3,"Apoid"
"4626",4023,"SaipanForbiGridL2","saipan","forbig","L2","b","y","Crabronidae",0,2018-01-17,2018-01-20,3,"Crabr"
"4627",4025,"SaipanForbiGridL2","saipan","forbig","L2","b","y","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
"4628",4026,"SaipanForbiGridL2","saipan","forbig","L2","b","y","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
"4629",4027,"SaipanForbiGridL2","saipan","forbig","L2","b","y","Isoptera",0,2018-01-17,2018-01-20,3,"Isopt"
"4630",4028,"SaipanForbiGridL2","saipan","forbig","L2","b","y","Partial",0,2018-01-17,2018-01-20,3,"Parti"
"4631",4029,"SaipanForbiGridL2","saipan","forbig","L2","b","y","Trichoptera",0,2018-01-17,2018-01-20,3,"Trich"
"4632",4030,"SaipanForbiGridL2","saipan","forbig","L2","b","y","other",0,2018-01-17,2018-01-20,3,"other"
"4633",4033,"SaipanForbiGridL2","saipan","forbig","L2","b","b","Coleoptera",0,2018-01-17,2018-01-20,3,"Coleo"
"4634",4034,"SaipanForbiGridL2","saipan","forbig","L2","b","b","Formicidae",0,2018-01-17,2018-01-20,3,"Formi"
"4635",4037,"SaipanForbiGridL2","saipan","forbig","L2","b","b","Lepidoptera",0,2018-01-17,2018-01-20,3,"Lepid"
"4636",4038,"SaipanForbiGridL2","saipan","forbig","L2","b","b","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
"4637",4039,"SaipanForbiGridL2","saipan","forbig","L2","b","b","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
"4638",4040,"SaipanForbiGridL2","saipan","forbig","L2","b","b","Isoptera",0,2018-01-17,2018-01-20,3,"Isopt"
"4639",4041,"SaipanForbiGridL2","saipan","forbig","L2","b","b","Partial",0,2018-01-17,2018-01-20,3,"Parti"
"4640",4042,"SaipanForbiGridL2","saipan","forbig","L2","b","b","Trichoptera",0,2018-01-17,2018-01-20,3,"Trich"
"4641",4043,"SaipanForbiGridL2","saipan","forbig","L2","b","b","other",0,2018-01-17,2018-01-20,3,"other"
"4642",4046,"SaipanForbiGridL2","saipan","forbig","L2","b","w","Coleoptera",0,2018-01-17,2018-01-20,3,"Coleo"
"4643",4047,"SaipanForbiGridL2","saipan","forbig","L2","b","w","Formicidae",0,2018-01-17,2018-01-20,3,"Formi"
"4644",4048,"SaipanForbiGridL2","saipan","forbig","L2","b","w","Apoidea",0,2018-01-17,2018-01-20,3,"Apoid"
"4645",4049,"SaipanForbiGridL2","saipan","forbig","L2","b","w","Crabronidae",0,2018-01-17,2018-01-20,3,"Crabr"
"4646",4051,"SaipanForbiGridL2","saipan","forbig","L2","b","w","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
"4647",4052,"SaipanForbiGridL2","saipan","forbig","L2","b","w","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
"4648",4053,"SaipanForbiGridL2","saipan","forbig","L2","b","w","Isoptera",0,2018-01-17,2018-01-20,3,"Isopt"
"4649",4054,"SaipanForbiGridL2","saipan","forbig","L2","b","w","Partial",0,2018-01-17,2018-01-20,3,"Parti"
"4650",4055,"SaipanForbiGridL2","saipan","forbig","L2","b","w","Trichoptera",0,2018-01-17,2018-01-20,3,"Trich"
"4651",4056,"SaipanForbiGridL2","saipan","forbig","L2","b","w","other",0,2018-01-17,2018-01-20,3,"other"
"4652",4057,"SaipanForbiGridL2","saipan","forbig","L2","b","r","Diptera",0,2018-01-17,2018-01-20,3,"Dipte"
"4653",4058,"SaipanForbiGridL2","saipan","forbig","L2","b","r","Hemiptera",0,2018-01-17,2018-01-20,3,"Hemip"
"4654",4060,"SaipanForbiGridL2","saipan","forbig","L2","b","r","Formicidae",0,2018-01-17,2018-01-20,3,"Formi"
"4655",4061,"SaipanForbiGridL2","saipan","forbig","L2","b","r","Apoidea",0,2018-01-17,2018-01-20,3,"Apoid"
"4656",4062,"SaipanForbiGridL2","saipan","forbig","L2","b","r","Crabronidae",0,2018-01-17,2018-01-20,3,"Crabr"
"4657",4064,"SaipanForbiGridL2","saipan","forbig","L2","b","r","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
"4658",4065,"SaipanForbiGridL2","saipan","forbig","L2","b","r","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
"4659",4066,"SaipanForbiGridL2","saipan","forbig","L2","b","r","Isoptera",0,2018-01-17,2018-01-20,3,"Isopt"
"4660",4068,"SaipanForbiGridL2","saipan","forbig","L2","b","r","Trichoptera",0,2018-01-17,2018-01-20,3,"Trich"
"4661",4069,"SaipanForbiGridL2","saipan","forbig","L2","b","r","other",0,2018-01-17,2018-01-20,3,"other"
"4662",4072,"SaipanForbiGridL2","saipan","forbig","L2","w","y","Coleoptera",0,2018-01-17,2018-01-20,3,"Coleo"
"4663",4073,"SaipanForbiGridL2","saipan","forbig","L2","w","y","Formicidae",0,2018-01-17,2018-01-20,3,"Formi"
"4664",4074,"SaipanForbiGridL2","saipan","forbig","L2","w","y","Apoidea",0,2018-01-17,2018-01-20,3,"Apoid"
"4665",4075,"SaipanForbiGridL2","saipan","forbig","L2","w","y","Crabronidae",0,2018-01-17,2018-01-20,3,"Crabr"
"4666",4076,"SaipanForbiGridL2","saipan","forbig","L2","w","y","Lepidoptera",0,2018-01-17,2018-01-20,3,"Lepid"
"4667",4077,"SaipanForbiGridL2","saipan","forbig","L2","w","y","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
"4668",4078,"SaipanForbiGridL2","saipan","forbig","L2","w","y","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
"4669",4079,"SaipanForbiGridL2","saipan","forbig","L2","w","y","Isoptera",0,2018-01-17,2018-01-20,3,"Isopt"
"4670",4080,"SaipanForbiGridL2","saipan","forbig","L2","w","y","Partial",0,2018-01-17,2018-01-20,3,"Parti"
"4671",4081,"SaipanForbiGridL2","saipan","forbig","L2","w","y","Trichoptera",0,2018-01-17,2018-01-20,3,"Trich"
"4672",4082,"SaipanForbiGridL2","saipan","forbig","L2","w","y","other",0,2018-01-17,2018-01-20,3,"other"
"4673",4084,"SaipanForbiGridL2","saipan","forbig","L2","w","b","Hemiptera",0,2018-01-17,2018-01-20,3,"Hemip"
"4674",4086,"SaipanForbiGridL2","saipan","forbig","L2","w","b","Formicidae",0,2018-01-17,2018-01-20,3,"Formi"
"4675",4090,"SaipanForbiGridL2","saipan","forbig","L2","w","b","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
"4676",4091,"SaipanForbiGridL2","saipan","forbig","L2","w","b","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
"4677",4092,"SaipanForbiGridL2","saipan","forbig","L2","w","b","Isoptera",0,2018-01-17,2018-01-20,3,"Isopt"
"4678",4093,"SaipanForbiGridL2","saipan","forbig","L2","w","b","Partial",0,2018-01-17,2018-01-20,3,"Parti"
"4679",4094,"SaipanForbiGridL2","saipan","forbig","L2","w","b","Trichoptera",0,2018-01-17,2018-01-20,3,"Trich"
"4680",4095,"SaipanForbiGridL2","saipan","forbig","L2","w","b","other",0,2018-01-17,2018-01-20,3,"other"
"4681",4098,"SaipanForbiGridL2","saipan","forbig","L2","w","w","Coleoptera",0,2018-01-17,2018-01-20,3,"Coleo"
"4682",4100,"SaipanForbiGridL2","saipan","forbig","L2","w","w","Apoidea",0,2018-01-17,2018-01-20,3,"Apoid"
"4683",4101,"SaipanForbiGridL2","saipan","forbig","L2","w","w","Crabronidae",0,2018-01-17,2018-01-20,3,"Crabr"
"4684",4102,"SaipanForbiGridL2","saipan","forbig","L2","w","w","Lepidoptera",0,2018-01-17,2018-01-20,3,"Lepid"
"4685",4103,"SaipanForbiGridL2","saipan","forbig","L2","w","w","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
"4686",4104,"SaipanForbiGridL2","saipan","forbig","L2","w","w","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
"4687",4105,"SaipanForbiGridL2","saipan","forbig","L2","w","w","Isoptera",0,2018-01-17,2018-01-20,3,"Isopt"
"4688",4108,"SaipanForbiGridL2","saipan","forbig","L2","w","w","other",0,2018-01-17,2018-01-20,3,"other"
"4689",4109,"SaipanForbiGridL2","saipan","forbig","L2","w","r","Diptera",0,2018-01-17,2018-01-20,3,"Dipte"
"4690",4110,"SaipanForbiGridL2","saipan","forbig","L2","w","r","Hemiptera",0,2018-01-17,2018-01-20,3,"Hemip"
"4691",4112,"SaipanForbiGridL2","saipan","forbig","L2","w","r","Formicidae",0,2018-01-17,2018-01-20,3,"Formi"
"4692",4114,"SaipanForbiGridL2","saipan","forbig","L2","w","r","Crabronidae",0,2018-01-17,2018-01-20,3,"Crabr"
"4693",4116,"SaipanForbiGridL2","saipan","forbig","L2","w","r","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
"4694",4117,"SaipanForbiGridL2","saipan","forbig","L2","w","r","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
"4695",4118,"SaipanForbiGridL2","saipan","forbig","L2","w","r","Isoptera",0,2018-01-17,2018-01-20,3,"Isopt"
"4696",4119,"SaipanForbiGridL2","saipan","forbig","L2","w","r","Partial",0,2018-01-17,2018-01-20,3,"Parti"
"4697",4120,"SaipanForbiGridL2","saipan","forbig","L2","w","r","Trichoptera",0,2018-01-17,2018-01-20,3,"Trich"
"4698",4121,"SaipanForbiGridL2","saipan","forbig","L2","w","r","other",0,2018-01-17,2018-01-20,3,"other"
"4699",4122,"SaipanForbiGridL2","saipan","forbig","L2","r","y","Diptera",0,2018-01-17,2018-01-20,3,"Dipte"
"4700",4123,"SaipanForbiGridL2","saipan","forbig","L2","r","y","Hemiptera",0,2018-01-17,2018-01-20,3,"Hemip"
"4701",4124,"SaipanForbiGridL2","saipan","forbig","L2","r","y","Coleoptera",0,2018-01-17,2018-01-20,3,"Coleo"
"4702",4125,"SaipanForbiGridL2","saipan","forbig","L2","r","y","Formicidae",0,2018-01-17,2018-01-20,3,"Formi"
"4703",4126,"SaipanForbiGridL2","saipan","forbig","L2","r","y","Apoidea",0,2018-01-17,2018-01-20,3,"Apoid"
"4704",4128,"SaipanForbiGridL2","saipan","forbig","L2","r","y","Lepidoptera",0,2018-01-17,2018-01-20,3,"Lepid"
"4705",4129,"SaipanForbiGridL2","saipan","forbig","L2","r","y","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
"4706",4130,"SaipanForbiGridL2","saipan","forbig","L2","r","y","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
"4707",4131,"SaipanForbiGridL2","saipan","forbig","L2","r","y","Isoptera",0,2018-01-17,2018-01-20,3,"Isopt"
"4708",4132,"SaipanForbiGridL2","saipan","forbig","L2","r","y","Partial",0,2018-01-17,2018-01-20,3,"Parti"
"4709",4133,"SaipanForbiGridL2","saipan","forbig","L2","r","y","Trichoptera",0,2018-01-17,2018-01-20,3,"Trich"
"4710",4134,"SaipanForbiGridL2","saipan","forbig","L2","r","y","other",0,2018-01-17,2018-01-20,3,"other"
"4711",4136,"SaipanForbiGridL2","saipan","forbig","L2","r","b","Hemiptera",0,2018-01-17,2018-01-20,3,"Hemip"
"4712",4140,"SaipanForbiGridL2","saipan","forbig","L2","r","b","Crabronidae",0,2018-01-17,2018-01-20,3,"Crabr"
"4713",4142,"SaipanForbiGridL2","saipan","forbig","L2","r","b","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
"4714",4143,"SaipanForbiGridL2","saipan","forbig","L2","r","b","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
"4715",4144,"SaipanForbiGridL2","saipan","forbig","L2","r","b","Isoptera",0,2018-01-17,2018-01-20,3,"Isopt"
"4716",4145,"SaipanForbiGridL2","saipan","forbig","L2","r","b","Partial",0,2018-01-17,2018-01-20,3,"Parti"
"4717",4146,"SaipanForbiGridL2","saipan","forbig","L2","r","b","Trichoptera",0,2018-01-17,2018-01-20,3,"Trich"
"4718",4147,"SaipanForbiGridL2","saipan","forbig","L2","r","b","other",0,2018-01-17,2018-01-20,3,"other"
"4719",4150,"SaipanForbiGridL2","saipan","forbig","L2","r","w","Coleoptera",0,2018-01-17,2018-01-20,3,"Coleo"
"4720",4151,"SaipanForbiGridL2","saipan","forbig","L2","r","w","Formicidae",0,2018-01-17,2018-01-20,3,"Formi"
"4721",4152,"SaipanForbiGridL2","saipan","forbig","L2","r","w","Apoidea",0,2018-01-17,2018-01-20,3,"Apoid"
"4722",4153,"SaipanForbiGridL2","saipan","forbig","L2","r","w","Crabronidae",0,2018-01-17,2018-01-20,3,"Crabr"
"4723",4154,"SaipanForbiGridL2","saipan","forbig","L2","r","w","Lepidoptera",0,2018-01-17,2018-01-20,3,"Lepid"
"4724",4155,"SaipanForbiGridL2","saipan","forbig","L2","r","w","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
"4725",4156,"SaipanForbiGridL2","saipan","forbig","L2","r","w","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
"4726",4157,"SaipanForbiGridL2","saipan","forbig","L2","r","w","Isoptera",0,2018-01-17,2018-01-20,3,"Isopt"
"4727",4158,"SaipanForbiGridL2","saipan","forbig","L2","r","w","Partial",0,2018-01-17,2018-01-20,3,"Parti"
"4728",4159,"SaipanForbiGridL2","saipan","forbig","L2","r","w","Trichoptera",0,2018-01-17,2018-01-20,3,"Trich"
"4729",4160,"SaipanForbiGridL2","saipan","forbig","L2","r","w","other",0,2018-01-17,2018-01-20,3,"other"
"4730",4162,"SaipanForbiGridL2","saipan","forbig","L2","r","r","Hemiptera",0,2018-01-17,2018-01-20,3,"Hemip"
"4731",4164,"SaipanForbiGridL2","saipan","forbig","L2","r","r","Formicidae",0,2018-01-17,2018-01-20,3,"Formi"
"4732",4165,"SaipanForbiGridL2","saipan","forbig","L2","r","r","Apoidea",0,2018-01-17,2018-01-20,3,"Apoid"
"4733",4166,"SaipanForbiGridL2","saipan","forbig","L2","r","r","Crabronidae",0,2018-01-17,2018-01-20,3,"Crabr"
"4734",4169,"SaipanForbiGridL2","saipan","forbig","L2","r","r","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
"4735",4170,"SaipanForbiGridL2","saipan","forbig","L2","r","r","Isoptera",0,2018-01-17,2018-01-20,3,"Isopt"
"4736",4171,"SaipanForbiGridL2","saipan","forbig","L2","r","r","Partial",0,2018-01-17,2018-01-20,3,"Parti"
"4737",4173,"SaipanForbiGridL2","saipan","forbig","L2","r","r","other",0,2018-01-17,2018-01-20,3,"other"
"4738",4175,"SaipanForbiGridL3","saipan","forbig","L3","b","w","Hemiptera",0,2018-01-17,2018-01-20,3,"Hemip"
"4739",4176,"SaipanForbiGridL3","saipan","forbig","L3","b","w","Coleoptera",0,2018-01-17,2018-01-20,3,"Coleo"
"4740",4179,"SaipanForbiGridL3","saipan","forbig","L3","b","w","Crabronidae",0,2018-01-17,2018-01-20,3,"Crabr"
"4741",4180,"SaipanForbiGridL3","saipan","forbig","L3","b","w","Lepidoptera",0,2018-01-17,2018-01-20,3,"Lepid"
"4742",4181,"SaipanForbiGridL3","saipan","forbig","L3","b","w","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
"4743",4182,"SaipanForbiGridL3","saipan","forbig","L3","b","w","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
"4744",4183,"SaipanForbiGridL3","saipan","forbig","L3","b","w","Isoptera",0,2018-01-17,2018-01-20,3,"Isopt"
"4745",4184,"SaipanForbiGridL3","saipan","forbig","L3","b","w","Partial",0,2018-01-17,2018-01-20,3,"Parti"
"4746",4185,"SaipanForbiGridL3","saipan","forbig","L3","b","w","Trichoptera",0,2018-01-17,2018-01-20,3,"Trich"
"4747",4186,"SaipanForbiGridL3","saipan","forbig","L3","b","w","other",0,2018-01-17,2018-01-20,3,"other"
"4748",4187,"SaipanForbiGridL3","saipan","forbig","L3","y","y","Diptera",0,2018-01-17,2018-01-20,3,"Dipte"
"4749",4190,"SaipanForbiGridL3","saipan","forbig","L3","y","y","Formicidae",0,2018-01-17,2018-01-20,3,"Formi"
"4750",4192,"SaipanForbiGridL3","saipan","forbig","L3","y","y","Crabronidae",0,2018-01-17,2018-01-20,3,"Crabr"
"4751",4194,"SaipanForbiGridL3","saipan","forbig","L3","y","y","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
"4752",4195,"SaipanForbiGridL3","saipan","forbig","L3","y","y","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
"4753",4196,"SaipanForbiGridL3","saipan","forbig","L3","y","y","Isoptera",0,2018-01-17,2018-01-20,3,"Isopt"
"4754",4197,"SaipanForbiGridL3","saipan","forbig","L3","y","y","Partial",0,2018-01-17,2018-01-20,3,"Parti"
"4755",4198,"SaipanForbiGridL3","saipan","forbig","L3","y","y","Trichoptera",0,2018-01-17,2018-01-20,3,"Trich"
"4756",4199,"SaipanForbiGridL3","saipan","forbig","L3","y","y","other",0,2018-01-17,2018-01-20,3,"other"
"4757",4201,"SaipanForbiGridL3","saipan","forbig","L3","y","r","Hemiptera",0,2018-01-17,2018-01-20,3,"Hemip"
"4758",4202,"SaipanForbiGridL3","saipan","forbig","L3","y","r","Coleoptera",0,2018-01-17,2018-01-20,3,"Coleo"
"4759",4203,"SaipanForbiGridL3","saipan","forbig","L3","y","r","Formicidae",0,2018-01-17,2018-01-20,3,"Formi"
"4760",4206,"SaipanForbiGridL3","saipan","forbig","L3","y","r","Lepidoptera",0,2018-01-17,2018-01-20,3,"Lepid"
"4761",4207,"SaipanForbiGridL3","saipan","forbig","L3","y","r","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
"4762",4208,"SaipanForbiGridL3","saipan","forbig","L3","y","r","Araneae",0,2018-01-17,2018-01-20,3,"Arane"
"4763",4209,"SaipanForbiGridL3","saipan","forbig","L3","y","r","Isoptera",0,2018-01-17,2018-01-20,3,"Isopt"
"4764",4210,"SaipanForbiGridL3","saipan","forbig","L3","y","r","Partial",0,2018-01-17,2018-01-20,3,"Parti"
"4765",4212,"SaipanForbiGridL3","saipan","forbig","L3","y","r","other",0,2018-01-17,2018-01-20,3,"other"
"4766",4213,"SaipanForbiGridL3","saipan","forbig","L3","r","r","Diptera",0,2018-01-17,2018-01-20,3,"Dipte"
"4767",4214,"SaipanForbiGridL3","saipan","forbig","L3","r","r","Hemiptera",0,2018-01-17,2018-01-20,3,"Hemip"
"4768",4215,"SaipanForbiGridL3","saipan","forbig","L3","r","r","Coleoptera",0,2018-01-17,2018-01-20,3,"Coleo"
"4769",4216,"SaipanForbiGridL3","saipan","forbig","L3","r","r","Formicidae",0,2018-01-17,2018-01-20,3,"Formi"
"4770",4217,"SaipanForbiGridL3","saipan","forbig","L3","r","r","Apoidea",0,2018-01-17,2018-01-20,3,"Apoid"
"4771",4218,"SaipanForbiGridL3","saipan","forbig","L3","r","r","Crabronidae",0,2018-01-17,2018-01-20,3,"Crabr"
"4772",4220,"SaipanForbiGridL3","saipan","forbig","L3","r","r","Blattodea",0,2018-01-17,2018-01-20,3,"Blatt"
